Sport,Level,League,Date,Day,Time,Home Team,Road Team,City,State
basketball,pro,NBA,2024-03-23,Saturday,",",Portland Trail Blazers,Denver Nuggets,Portland,OR
basketball,pro,NBA,2024-03-24,Sunday,",",Detroit Pistons,New Orleans Pelicans,Detroit,MI
basketball,pro,NBA,2024-03-24,Sunday,",",Los Angeles Clippers,Philadelphia 76ers,Los Angeles,CA
basketball,pro,NBA,2024-03-24,Sunday,",",Miami Heat,Cleveland Cavaliers,Miami,FL
basketball,pro,NBA,2024-03-24,Sunday,",",Milwaukee Bucks,Oklahoma City Thunder,Milwaukee,WI
basketball,pro,NBA,2024-03-24,Sunday,",",Minnesota Timberwolves,Golden State Warriors,Minneapolis,MN
basketball,pro,NBA,2024-03-24,Sunday,",",Los Angeles Lakers,Indiana Pacers,Los Angeles,CA
basketball,pro,NBA,2024-03-25,Monday,",",Cleveland Cavaliers,Charlotte Hornets,Cleveland,OH
basketball,pro,NBA,2024-03-25,Monday,",",Atlanta Hawks,Boston Celtics,Atlanta,GA
basketball,pro,NBA,2024-03-25,Monday,",",New York Knicks,Detroit Pistons,New York,NY
basketball,pro,NBA,2024-03-25,Monday,",",Toronto Raptors,Brooklyn Nets,Toronto,ON
basketball,pro,NBA,2024-03-25,Monday,",",Chicago Bulls,Washington Wizards,Chicago,IL
basketball,pro,NBA,2024-03-25,Monday,",",Houston Rockets,Portland Trail Blazers,Houston,TX
basketball,pro,NBA,2024-03-25,Monday,",",San Antonio Spurs,Phoenix Suns,San Antonio,TX
basketball,pro,NBA,2024-03-25,Monday,",",Denver Nuggets,Memphis Grizzlies,Denver,CO
basketball,pro,NBA,2024-03-25,Monday,",",Utah Jazz,Dallas Mavericks,Salt Lake City,UT
basketball,pro,NBA,2024-03-25,Monday,",",Sacramento Kings,Philadelphia 76ers,Sacramento,CA
basketball,pro,NBA,2024-03-25,Monday,",",Los Angeles Clippers,Indiana Pacers,Los Angeles,CA
basketball,pro,NBA,2024-03-26,Tuesday,",",Miami Heat,Golden State Warriors,Miami,FL
basketball,pro,NBA,2024-03-26,Tuesday,",",Milwaukee Bucks,Los Angeles Lakers,Milwaukee,WI
basketball,pro,NBA,2024-03-26,Tuesday,",",New Orleans Pelicans,Oklahoma City Thunder,New Orleans,LA
basketball,pro,NBA,2024-03-26,Tuesday,",",Sacramento Kings,Dallas Mavericks,Sacramento,CA
basketball,pro,NBA,2024-03-27,Wednesday,",",Charlotte Hornets,Cleveland Cavaliers,Charlotte,NC
basketball,pro,NBA,2024-03-27,Wednesday,",",Orlando Magic,Golden State Warriors,Orlando,FL
basketball,pro,NBA,2024-03-27,Wednesday,",",Washington Wizards,Brooklyn Nets,Washington,DC
basketball,pro,NBA,2024-03-27,Wednesday,",",Atlanta Hawks,Portland Trail Blazers,Atlanta,GA
basketball,pro,NBA,2024-03-27,Wednesday,",",Philadelphia 76ers,Los Angeles Clippers,Philadelphia,PA
basketball,pro,NBA,2024-03-27,Wednesday,",",Toronto Raptors,New York Knicks,Toronto,ON
basketball,pro,NBA,2024-03-27,Wednesday,",",Chicago Bulls,Indiana Pacers,Chicago,IL
basketball,pro,NBA,2024-03-27,Wednesday,",",Memphis Grizzlies,Los Angeles Lakers,Memphis,TN
basketball,pro,NBA,2024-03-27,Wednesday,",",Minnesota Timberwolves,Detroit Pistons,Minneapolis,MN
basketball,pro,NBA,2024-03-27,Wednesday,",",Oklahoma City Thunder,Houston Rockets,Oklahoma City,OK
basketball,pro,NBA,2024-03-27,Wednesday,",",Utah Jazz,San Antonio Spurs,Salt Lake City,UT
basketball,pro,NBA,2024-03-27,Wednesday,",",Denver Nuggets,Phoenix Suns,Denver,CO
basketball,pro,NBA,2024-03-28,Thursday,",",Atlanta Hawks,Boston Celtics,Atlanta,GA
basketball,pro,NBA,2024-03-28,Thursday,",",New Orleans Pelicans,Milwaukee Bucks,New Orleans,LA
basketball,pro,NBA,2024-03-29,Friday,",",Charlotte Hornets,Golden State Warriors,Charlotte,NC
basketball,pro,NBA,2024-03-29,Friday,",",Indiana Pacers,Los Angeles Lakers,Indianapolis,IN
basketball,pro,NBA,2024-03-29,Friday,",",Orlando Magic,Los Angeles Clippers,Orlando,FL
basketball,pro,NBA,2024-03-29,Friday,",",Washington Wizards,Detroit Pistons,Washington,DC
basketball,pro,NBA,2024-03-29,Friday,",",Brooklyn Nets,Chicago Bulls,Brooklyn,NY
basketball,pro,NBA,2024-03-29,Friday,",",Cleveland Cavaliers,Philadelphia 76ers,Cleveland,OH
basketball,pro,NBA,2024-03-29,Friday,",",Miami Heat,Portland Trail Blazers,Miami,FL
basketball,pro,NBA,2024-03-29,Friday,",",Oklahoma City Thunder,Phoenix Suns,Oklahoma City,OK
basketball,pro,NBA,2024-03-29,Friday,",",San Antonio Spurs,New York Knicks,San Antonio,TX
basketball,pro,NBA,2024-03-29,Friday,",",Denver Nuggets,Minnesota Timberwolves,Denver,CO
basketball,pro,NBA,2024-03-29,Friday,",",Utah Jazz,Houston Rockets,Salt Lake City,UT
basketball,pro,NBA,2024-03-29,Friday,",",Sacramento Kings,Dallas Mavericks,Sacramento,CA
basketball,pro,NBA,2024-03-30,Saturday,",",New Orleans Pelicans,Boston Celtics,New Orleans,LA
basketball,pro,NBA,2024-03-30,Saturday,",",Orlando Magic,Memphis Grizzlies,Orlando,FL
basketball,pro,NBA,2024-03-30,Saturday,",",Atlanta Hawks,Milwaukee Bucks,Atlanta,GA
basketball,pro,NBA,2024-03-31,Sunday,",",Denver Nuggets,Cleveland Cavaliers,Denver,CO
basketball,pro,NBA,2024-03-31,Sunday,",",Brooklyn Nets,Los Angeles Lakers,Brooklyn,NY
basketball,pro,NBA,2024-03-31,Sunday,",",Charlotte Hornets,Los Angeles Clippers,Charlotte,NC
basketball,pro,NBA,2024-03-31,Sunday,",",Toronto Raptors,Philadelphia 76ers,Toronto,ON
basketball,pro,NBA,2024-03-31,Sunday,",",Washington Wizards,Miami Heat,Washington,DC
basketball,pro,NBA,2024-03-31,Sunday,",",Houston Rockets,Dallas Mavericks,Houston,TX
basketball,pro,NBA,2024-03-31,Sunday,",",Minnesota Timberwolves,Chicago Bulls,Minneapolis,MN
basketball,pro,NBA,2024-03-31,Sunday,",",New York Knicks,Oklahoma City Thunder,New York,NY
basketball,pro,NBA,2024-03-31,Sunday,",",San Antonio Spurs,Golden State Warriors,San Antonio,TX
basketball,pro,NBA,2024-03-31,Sunday,",",Sacramento Kings,Utah Jazz,Sacramento,CA
basketball,pro,NBA,2024-04-01,Monday,",",Charlotte Hornets,Boston Celtics,Charlotte,NC
basketball,pro,NBA,2024-04-01,Monday,",",Detroit Pistons,Memphis Grizzlies,Detroit,MI
basketball,pro,NBA,2024-04-01,Monday,",",Indiana Pacers,Brooklyn Nets,Indianapolis,IN
basketball,pro,NBA,2024-04-01,Monday,",",Orlando Magic,Portland Trail Blazers,Orlando,FL
basketball,pro,NBA,2024-04-01,Monday,",",Chicago Bulls,Atlanta Hawks,Chicago,IL
basketball,pro,NBA,2024-04-01,Monday,",",New Orleans Pelicans,Phoenix Suns,New Orleans,LA
basketball,pro,NBA,2024-04-02,Tuesday,",",Philadelphia 76ers,Oklahoma City Thunder,Philadelphia,PA
basketball,pro,NBA,2024-04-02,Tuesday,",",Toronto Raptors,Los Angeles Lakers,Toronto,ON
basketball,pro,NBA,2024-04-02,Tuesday,",",Washington Wizards,Milwaukee Bucks,Washington,DC
basketball,pro,NBA,2024-04-02,Tuesday,",",Dallas Mavericks,Golden State Warriors,Dallas,TX
basketball,pro,NBA,2024-04-02,Tuesday,",",Miami Heat,New York Knicks,Miami,FL
basketball,pro,NBA,2024-04-02,Tuesday,",",Minnesota Timberwolves,Houston Rockets,Minneapolis,MN
basketball,pro,NBA,2024-04-02,Tuesday,",",Denver Nuggets,San Antonio Spurs,Denver,CO
basketball,pro,NBA,2024-04-02,Tuesday,",",Utah Jazz,Cleveland Cavaliers,Salt Lake City,UT
basketball,pro,NBA,2024-04-02,Tuesday,",",Sacramento Kings,Los Angeles Clippers,Sacramento,CA
basketball,pro,NBA,2024-04-03,Wednesday,",",Charlotte Hornets,Portland Trail Blazers,Charlotte,NC
basketball,pro,NBA,2024-04-03,Wednesday,",",Washington Wizards,Los Angeles Lakers,Washington,DC
basketball,pro,NBA,2024-04-03,Wednesday,",",Atlanta Hawks,Detroit Pistons,Atlanta,GA
basketball,pro,NBA,2024-04-03,Wednesday,",",Boston Celtics,Oklahoma City Thunder,Boston,MA
basketball,pro,NBA,2024-04-03,Wednesday,",",Brooklyn Nets,Indiana Pacers,Brooklyn,NY
basketball,pro,NBA,2024-04-03,Wednesday,",",Milwaukee Bucks,Memphis Grizzlies,Milwaukee,WI
basketball,pro,NBA,2024-04-03,Wednesday,",",Minnesota Timberwolves,Toronto Raptors,Minneapolis,MN
basketball,pro,NBA,2024-04-03,Wednesday,",",New Orleans Pelicans,Orlando Magic,New Orleans,LA
basketball,pro,NBA,2024-04-03,Wednesday,",",Phoenix Suns,Cleveland Cavaliers,Phoenix,AZ
basketball,pro,NBA,2024-04-04,Thursday,",",Miami Heat,Philadelphia 76ers,Miami,FL
basketball,pro,NBA,2024-04-04,Thursday,",",New York Knicks,Sacramento Kings,New York,NY
basketball,pro,NBA,2024-04-04,Thursday,",",Houston Rockets,Golden State Warriors,Houston,TX
basketball,pro,NBA,2024-04-04,Thursday,",",Los Angeles Clippers,Denver Nuggets,Los Angeles,CA
basketball,pro,NBA,2024-04-05,Friday,",",Charlotte Hornets,Orlando Magic,Charlotte,NC
basketball,pro,NBA,2024-04-05,Friday,",",Indiana Pacers,Oklahoma City Thunder,Indianapolis,IN
basketball,pro,NBA,2024-04-05,Friday,",",Washington Wizards,Portland Trail Blazers,Washington,DC
basketball,pro,NBA,2024-04-05,Friday,",",Boston Celtics,Sacramento Kings,Boston,MA
basketball,pro,NBA,2024-04-05,Friday,",",Chicago Bulls,New York Knicks,Chicago,IL
basketball,pro,NBA,2024-04-05,Friday,",",Houston Rockets,Miami Heat,Houston,TX
basketball,pro,NBA,2024-04-05,Friday,",",Memphis Grizzlies,Detroit Pistons,Memphis,TN
basketball,pro,NBA,2024-04-05,Friday,",",Milwaukee Bucks,Toronto Raptors,Milwaukee,WI
basketball,pro,NBA,2024-04-05,Friday,",",New Orleans Pelicans,San Antonio Spurs,New Orleans,LA
basketball,pro,NBA,2024-04-05,Friday,",",Dallas Mavericks,Atlanta Hawks,Dallas,TX
basketball,pro,NBA,2024-04-05,Friday,",",Phoenix Suns,Minnesota Timberwolves,Phoenix,AZ
basketball,pro,NBA,2024-04-05,Friday,",",Los Angeles Clippers,Utah Jazz,Los Angeles,CA
basketball,pro,NBA,2024-04-06,Saturday,",",Los Angeles Lakers,Cleveland Cavaliers,Los Angeles,CA
basketball,pro,NBA,2024-04-06,Saturday,",",Brooklyn Nets,Detroit Pistons,Brooklyn,NY
basketball,pro,NBA,2024-04-06,Saturday,",",Memphis Grizzlies,Philadelphia 76ers,Memphis,TN
basketball,pro,NBA,2024-04-06,Saturday,",",Denver Nuggets,Atlanta Hawks,Denver,CO
basketball,pro,NBA,2024-04-07,Sunday,",",Dallas Mavericks,Houston Rockets,Dallas,TX
basketball,pro,NBA,2024-04-07,Sunday,",",Los Angeles Clippers,Cleveland Cavaliers,Los Angeles,CA
basketball,pro,NBA,2024-04-07,Sunday,",",Indiana Pacers,Miami Heat,Indianapolis,IN
basketball,pro,NBA,2024-04-07,Sunday,",",Boston Celtics,Portland Trail Blazers,Boston,MA
basketball,pro,NBA,2024-04-07,Sunday,",",Charlotte Hornets,Oklahoma City Thunder,Charlotte,NC
basketball,pro,NBA,2024-04-07,Sunday,",",Orlando Magic,Chicago Bulls,Orlando,FL
basketball,pro,NBA,2024-04-07,Sunday,",",Phoenix Suns,New Orleans Pelicans,Phoenix,AZ
basketball,pro,NBA,2024-04-07,Sunday,",",Toronto Raptors,Washington Wizards,Toronto,ON
basketball,pro,NBA,2024-04-07,Sunday,",",Milwaukee Bucks,New York Knicks,Milwaukee,WI
basketball,pro,NBA,2024-04-07,Sunday,",",San Antonio Spurs,Philadelphia 76ers,San Antonio,TX
basketball,pro,NBA,2024-04-07,Sunday,",",Brooklyn Nets,Sacramento Kings,Brooklyn,NY
basketball,pro,NBA,2024-04-07,Sunday,",",Golden State Warriors,Utah Jazz,San Francisco,CA
basketball,pro,NBA,2024-04-07,Sunday,",",Los Angeles Lakers,Minnesota Timberwolves,Los Angeles,CA
basketball,pro,NBA,2024-04-09,Tuesday,",",Charlotte Hornets,Dallas Mavericks,Charlotte,NC
basketball,pro,NBA,2024-04-09,Tuesday,",",Philadelphia 76ers,Detroit Pistons,Philadelphia,PA
basketball,pro,NBA,2024-04-09,Tuesday,",",Toronto Raptors,Indiana Pacers,Toronto,ON
basketball,pro,NBA,2024-04-09,Tuesday,",",Atlanta Hawks,Miami Heat,Atlanta,GA
basketball,pro,NBA,2024-04-09,Tuesday,",",Milwaukee Bucks,Boston Celtics,Milwaukee,WI
basketball,pro,NBA,2024-04-09,Tuesday,",",Chicago Bulls,New York Knicks,Chicago,IL
basketball,pro,NBA,2024-04-09,Tuesday,",",Houston Rockets,Orlando Magic,Houston,TX
basketball,pro,NBA,2024-04-09,Tuesday,",",Memphis Grizzlies,San Antonio Spurs,Memphis,TN
basketball,pro,NBA,2024-04-09,Tuesday,",",Minnesota Timberwolves,Washington Wizards,Minneapolis,MN
basketball,pro,NBA,2024-04-09,Tuesday,",",Oklahoma City Thunder,Sacramento Kings,Oklahoma City,OK
basketball,pro,NBA,2024-04-09,Tuesday,",",Utah Jazz,Denver Nuggets,Salt Lake City,UT
basketball,pro,NBA,2024-04-09,Tuesday,",",Los Angeles Lakers,Golden State Warriors,Los Angeles,CA
basketball,pro,NBA,2024-04-09,Tuesday,",",Phoenix Suns,Los Angeles Clippers,Phoenix,AZ
basketball,pro,NBA,2024-04-09,Tuesday,",",Portland Trail Blazers,New Orleans Pelicans,Portland,OR
basketball,pro,NBA,2024-04-10,Wednesday,",",Cleveland Cavaliers,Memphis Grizzlies,Cleveland,OH
basketball,pro,NBA,2024-04-10,Wednesday,",",Atlanta Hawks,Charlotte Hornets,Atlanta,GA
basketball,pro,NBA,2024-04-10,Wednesday,",",Brooklyn Nets,Toronto Raptors,Brooklyn,NY
basketball,pro,NBA,2024-04-10,Wednesday,",",Miami Heat,Dallas Mavericks,Miami,FL
basketball,pro,NBA,2024-04-10,Wednesday,",",Milwaukee Bucks,Orlando Magic,Milwaukee,WI
basketball,pro,NBA,2024-04-10,Wednesday,",",Oklahoma City Thunder,San Antonio Spurs,Oklahoma City,OK
basketball,pro,NBA,2024-04-10,Wednesday,",",Denver Nuggets,Minnesota Timberwolves,Denver,CO
basketball,pro,NBA,2024-04-10,Wednesday,",",Los Angeles Clippers,Phoenix Suns,Los Angeles,CA
basketball,pro,NBA,2024-04-11,Thursday,",",Detroit Pistons,Chicago Bulls,Detroit,MI
basketball,pro,NBA,2024-04-11,Thursday,",",Boston Celtics,New York Knicks,Boston,MA
basketball,pro,NBA,2024-04-11,Thursday,",",Utah Jazz,Houston Rockets,Salt Lake City,UT
basketball,pro,NBA,2024-04-11,Thursday,",",Portland Trail Blazers,Golden State Warriors,Portland,OR
basketball,pro,NBA,2024-04-11,Thursday,",",Sacramento Kings,New Orleans Pelicans,Sacramento,CA
basketball,pro,NBA,2024-04-12,Friday,",",Philadelphia 76ers,Orlando Magic,Philadelphia,PA
basketball,pro,NBA,2024-04-12,Friday,",",Washington Wizards,Chicago Bulls,Washington,DC
basketball,pro,NBA,2024-04-12,Friday,",",Boston Celtics,Charlotte Hornets,Boston,MA
basketball,pro,NBA,2024-04-12,Friday,",",Cleveland Cavaliers,Indiana Pacers,Cleveland,OH
basketball,pro,NBA,2024-04-12,Friday,",",New York Knicks,Brooklyn Nets,New York,NY
basketball,pro,NBA,2024-04-12,Friday,",",Memphis Grizzlies,Los Angeles Lakers,Memphis,TN
basketball,pro,NBA,2024-04-12,Friday,",",Miami Heat,Toronto Raptors,Miami,FL
basketball,pro,NBA,2024-04-12,Friday,",",Minnesota Timberwolves,Atlanta Hawks,Minneapolis,MN
basketball,pro,NBA,2024-04-12,Friday,",",Oklahoma City Thunder,Milwaukee Bucks,Oklahoma City,OK
basketball,pro,NBA,2024-04-12,Friday,",",San Antonio Spurs,Denver Nuggets,San Antonio,TX
basketball,pro,NBA,2024-04-12,Friday,",",Dallas Mavericks,Detroit Pistons,Dallas,TX
basketball,pro,NBA,2024-04-12,Friday,",",Golden State Warriors,New Orleans Pelicans,San Francisco,CA
basketball,pro,NBA,2024-04-12,Friday,",",Portland Trail Blazers,Houston Rockets,Portland,OR
basketball,pro,NBA,2024-04-12,Friday,",",Los Angeles Clippers,Utah Jazz,Los Angeles,CA
basketball,pro,NBA,2024-04-12,Friday,",",Sacramento Kings,Phoenix Suns,Sacramento,CA
basketball,pro,NBA,2024-04-14,Sunday,",",Boston Celtics,Washington Wizards,Boston,MA
basketball,pro,NBA,2024-04-14,Sunday,",",Cleveland Cavaliers,Charlotte Hornets,Cleveland,OH
basketball,pro,NBA,2024-04-14,Sunday,",",Indiana Pacers,Atlanta Hawks,Indianapolis,IN
basketball,pro,NBA,2024-04-14,Sunday,",",Miami Heat,Toronto Raptors,Miami,FL
basketball,pro,NBA,2024-04-14,Sunday,",",New York Knicks,Chicago Bulls,New York,NY
basketball,pro,NBA,2024-04-14,Sunday,",",Orlando Magic,Milwaukee Bucks,Orlando,FL
basketball,pro,NBA,2024-04-14,Sunday,",",Philadelphia 76ers,Brooklyn Nets,Philadelphia,PA
basketball,pro,NBA,2024-04-14,Sunday,",",Golden State Warriors,Utah Jazz,San Francisco,CA
basketball,pro,NBA,2024-04-14,Sunday,",",Los Angeles Clippers,Houston Rockets,Los Angeles,CA
basketball,pro,NBA,2024-04-14,Sunday,",",Memphis Grizzlies,Denver Nuggets,Memphis,TN
basketball,pro,NBA,2024-04-14,Sunday,",",Minnesota Timberwolves,Phoenix Suns,Minneapolis,MN
basketball,pro,NBA,2024-04-14,Sunday,",",New Orleans Pelicans,Los Angeles Lakers,New Orleans,LA
basketball,pro,NBA,2024-04-14,Sunday,",",Oklahoma City Thunder,Dallas Mavericks,Oklahoma City,OK
basketball,pro,NBA,2024-04-14,Sunday,",",Sacramento Kings,Portland Trail Blazers,Sacramento,CA
basketball,pro,NBA,2024-04-14,Sunday,",",San Antonio Spurs,Detroit Pistons,San Antonio,TX
